TRANSACTION_ID,TRANSACTION_VALUE,TRANSACTION_TYPE,BRANCH_CODE,CUST_SSN,TIMEID,CUST_CC_NO
137,27.95,Test,35,123459978,20180701,4210653399308769
138,87.69,Education,46,123459978,20180703,4210653399308769
139,74.48,Grocery,11,123459978,20180525,4210653399308769
140,98.23,Healthcare,136,123459978,20180708,4210653399308769
141,37.06,Education,9,123459978,20180317,4210653399308769
142,92.55,Healthcare,131,123459978,20180516,4210653399308769
143,11.63,Gas,115,123459978,20181020,4210653399308769
144,80.80,Grocery,72,123459978,20180825,4210653399308769
145,83.47,Healthcare,178,123459978,20180123,4210653399308769
146,60.61,Grocery,115,123459978,20181114,4210653399308769
147,40.94,Gas,48,123459978,20180118,4210653399308769
148,66.69,Bills,76,123459978,20180906,4210653399308769
149,29.07,Entertainment,164,123459978,20180309,4210653399308769
150,63.66,Gas,72,123459978,20180723,4210653399308769
151,65.14,Test,119,123459978,20180121,4210653399308769
152,63.69,Healthcare,78,123459968,20180611,4210653315516879
153,58.51,Bills,104,123459968,20180114,4210653315516879
154,98.02,Grocery,36,123459968,20181018,4210653315516879
155,28.39,Bills,139,123459968,20180417,4210653315516879
156,90.94,Test,170,123459968,20180626,4210653315516879
157,70.18,Entertainment,111,123459968,20180406,4210653315516879
158,71.32,Test,10,123459968,20180508,4210653315516879
159,83.39,Test,79,123459968,20180425,4210653315516879
160,76.76,Gas,28,123459968,20180906,4210653315516879
161,90.79,Test,24,123459968,20180909,4210653315516879
162,3.27,Healthcare,11,123459968,20180421,4210653315516879
163,20.38,Gas,78,123459968,20181017,4210653315516879
164,42.15,Grocery,119,123459968,20180802,4210653315516879
165,30.78,Education,49,123459968,20181107,4210653315516879
166,96.29,Gas,40,123459968,20181209,4210653315516879
167,30.16,Test,99,123459968,20180823,4210653315516879
168,9.19,Bills,22,123459968,20180616,4210653315516879
169,59.95,Healthcare,125,123459965,20180611,4210653349448599
170,30.82,Healthcare,170,123459965,20181111,4210653349448599
171,73.50,Gas,35,123459965,20180605,4210653349448599
172,17.32,Healthcare,49,123459965,20180411,4210653349448599
173,13.76,Bills,17,123459965,20180619,4210653349448599
174,54.41,Bills,139,123459965,20180809,4210653349448599
175,46.40,Healthcare,156,123459965,20180412,4210653349448599
176,70.89,Entertainment,12,123459965,20180414,4210653349448599
177,65.53,Gas,100,123459965,20180525,4210653349448599
178,52.83,Test,39,123459965,20181007,4210653349448599
179,40.30,Test,59,123459965,20180107,4210653349448599
180,25.99,Education,175,123459965,20180911,4210653349448599
181,44.57,Grocery,118,123459965,20180410,4210653349448599
182,90.23,Entertainment,121,123459965,20180504,4210653349448599
183,26.40,Test,89,123459965,20180522,4210653349448599
184,48.82,Healthcare,173,123459965,20181115,4210653349448599
185,41.02,Entertainment,70,123459965,20181004,4210653349448599
186,32.04,Grocery,175,123459965,20180208,4210653349448599
187,81.46,Gas,74,123459965,20181125,4210653349448599
188,30.59,Gas,20,123459965,20180613,4210653349448599
189,97.35,Gas,43,123459965,20180926,4210653349448599
190,77.06,Healthcare,10,123459965,20180612,4210653349448599
191,14.85,Gas,15,123459965,20180806,4210653349448599
192,40.63,Education,38,123459965,20180914,4210653349448599
193,81.31,Gas,24,123459965,20180324,4210653349448599
194,57.54,Bills,52,123459965,20180423,4210653349448599
195,33.48,Education,76,123459965,20181116,4210653349448599
196,29.15,Healthcare,20,123459965,20180814,4210653349448599
197,41.36,Gas,107,123459965,20180809,4210653349448599
198,63.10,Test,188,123459965,20180802,4210653349448599
199,29.44,Grocery,100,123459965,20180115,4210653349448599
200,31.62,Gas,158,123459965,20180106,4210653349448599
201,12.03,Bills,95,123459965,20180626,4210653349448599
202,75.53,Gas,24,123459965,20181214,4210653349448599
203,27.10,Test,93,123459965,20180726,4210653349448599
204,99.18,Bills,45,123459965,20180614,4210653349448599
205,13.01,Entertainment,72,123459965,20180325,4210653349448599
206,71.06,Entertainment,31,123459965,20180720,4210653349448599
207,19.86,Grocery,37,123459965,20180416,4210653349448599
208,15.58,Bills,24,123459965,20181210,4210653349448599
209,35.02,Gas,139,123459965,20180501,4210653349448599
210,41.56,Healthcare,19,123459965,20181024,4210653349448599
211,77.53,Bills,78,123459965,20180403,4210653349448599
212,53.82,Gas,66,123459965,20180327,4210653349448599
213,67.70,Entertainment,72,123459965,20180417,4210653349448599
214,6.72,Entertainment,160,123459940,20180605,4210653315577947
215,63.57,Education,42,123459940,20180107,4210653315577947
216,25.98,Healthcare,40,123459940,20180425,4210653315577947
217,36.30,Gas,5,123459918,20180805,4210653312528499
218,21.56,Bills,158,123459918,20180325,4210653312528499
219,27.89,Education,5,123459918,20180116,4210653312528499
220,64.48,Healthcare,118,123459918,20181009,4210653312528499
221,100.76,Gas,74,123459918,20180108,4210653312528499
222,2.53,Education,40,123459918,20180218,4210653312528499
223,10.72,Education,149,123459918,20180703,4210653312528499
224,17.85,Gas,81,123459918,20180608,4210653312528499
225,36.95,Entertainment,19,123459918,20180910,4210653312528499
226,79.42,Test,57,123459918,20180628,4210653312528499
227,21.76,Education,27,123459918,20180916,4210653312528499
228,15.29,Test,49,123459918,20180719,4210653312528499
229,36.66,Education,76,123459918,20181210,4210653312528499
230,8.63,Healthcare,79,123459918,20181002,4210653312528499
231,9.92,Grocery,2,123459918,20180513,4210653312528499
232,71.75,Healthcare,135,123459918,20180128,4210653312528499
233,42.62,Bills,158,123459918,20180728,4210653312528499
234,58.16,Gas,131,123459918,20180112,4210653312528499
235,69.94,Gas,103,123459918,20180208,4210653312528499
236,16.68,Test,12,123459918,20180517,4210653312528499
237,30.40,Test,80,123459918,20181222,4210653312528499
238,80.81,Entertainment,45,123459918,20181118,4210653312528499
239,58.78,Education,1,123459918,20181126,4210653312528499
240,83.25,Education,100,123459918,20180801,4210653312528499
241,97.12,Test,192,123459918,20181202,4210653312528499
242,45.27,Entertainment,8,123459918,20181115,4210653312528499
243,99.59,Test,139,123459918,20181208,4210653312528499
244,73.66,Education,79,123459918,20180406,4210653312528499
245,6.52,Bills,69,123459918,20181221,4210653312528499
246,5.49,Bills,1,123459918,20180404,4210653312528499
247,86.57,Healthcare,9,123459918,20180606,4210653312528499
248,82.65,Education,36,123459918,20180707,4210653312528499
249,56.21,Grocery,25,123459918,20180524,4210653312528499
250,94.14,Healthcare,104,123459918,20181024,4210653312528499
251,6.90,Education,21,123459918,20180217,4210653312528499
252,32.28,Grocery,54,123459918,20180221,4210653312528499
253,61.93,Bills,14,123459918,20180822,4210653312528499
254,17.76,Bills,29,123459918,20180919,4210653312528499
255,32.44,Test,2,123459918,20180115,4210653312528499
256,95.21,Bills,5,123459918,20181018,4210653312528499
257,29.40,Bills,19,123459918,20180807,4210653312528499
258,83.43,Education,166,123459918,20180725,4210653312528499
259,11.40,Bills,46,123459918,20180114,4210653312528499
260,33.08,Education,24,123459918,20181222,4210653312528499
261,94.41,Healthcare,4,123459918,20181116,4210653312528499
262,2.73,Entertainment,149,123459918,20180602,4210653312528499
263,71.70,Education,27,123459918,20181211,4210653312528499
264,72.88,Test,29,123459918,20180424,4210653312528499
265,64.29,Healthcare,60,123459918,20180612,4210653312528499
266,51.08,Grocery,149,123459918,20181127,4210653312528499
267,48.62,Test,11,123459918,20180528,4210653312528499
268,41.56,Bills,67,123459918,20180514,4210653312528499
269,3.49,Entertainment,53,123459918,20180113,4210653312528499
270,95.15,Bills,75,123459916,20180128,4210653313003223
271,35.23,Education,67,123459916,20180222,4210653313003223
272,66.16,Healthcare,7,123459916,20180921,4210653313003223
273,58.38,Grocery,70,123459916,20180605,4210653313003223
274,24.28,Healthcare,57,123459916,20181109,4210653313003223
275,74.43,Bills,89,123459916,20180516,4210653313003223
276,30.12,Test,69,123459916,20181111,4210653313003223
277,78.38,Healthcare,46,123459916,20180217,4210653313003223
278,72.42,Entertainment,52,123459916,20180103,4210653313003223
279,53.00,Healthcare,47,123459916,20180310,4210653313003223
280,63.95,Bills,107,123459916,20180806,4210653313003223
281,36.30,Grocery,17,123459916,20181103,4210653313003223
282,67.60,Grocery,125,123459916,20181204,4210653313003223
283,17.48,Grocery,74,123459916,20181019,4210653313003223
284,83.26,Entertainment,49,123459916,20180521,4210653313003223
285,94.26,Gas,105,123459916,20180222,4210653313003223
286,26.24,Test,28,123459916,20180519,4210653313003223
287,25.03,Gas,70,123459916,20180421,4210653313003223
288,85.51,Entertainment,103,123459916,20180706,4210653313003223
289,46.37,Education,156,123459916,20180114,4210653313003223
290,85.55,Entertainment,74,123459916,20180222,4210653313003223
291,67.30,Bills,36,123459916,20180821,4210653313003223
292,68.89,Entertainment,58,123459916,20180602,4210653313003223
293,78.80,Test,37,123459916,20180917,4210653313003223
294,66.15,Healthcare,56,123459916,20180927,4210653313003223
295,1.62,Education,109,123459916,20180816,4210653313003223
296,1.79,Healthcare,123,123459916,20180624,4210653313003223
297,33.13,Gas,2,123459916,20180320,4210653313003223
298,81.87,Bills,5,123459916,20180220,4210653313003223
299,96.17,Healthcare,125,123459916,20180808,4210653313003223
300,5.42,Gas,103,123459916,20180915,4210653313003223
301,7.66,Grocery,38,123459916,20180521,4210653313003223
302,63.16,Entertainment,11,123459916,20180322,4210653313003223
303,15.77,Entertainment,135,123459916,20181126,4210653313003223
304,17.72,Grocery,35,123459916,20180621,4210653313003223
305,52.03,Education,149,123459916,20181009,4210653313003223
306,67.38,Test,46,123459916,20180701,4210653313003223
307,23.12,Bills,149,123459916,20180215,4210653313003223
308,22.15,Bills,104,123459916,20180417,4210653313003223
309,72.53,Bills,168,123459916,20180716,4210653313003223
310,13.61,Gas,139,123459916,20180602,4210653313003223
311,99.43,Healthcare,52,123459916,20180126,4210653313003223
312,2.62,Test,59,123459916,20181025,4210653313003223
313,41.68,Test,79,123459916,20180707,4210653313003223
314,53.16,Entertainment,35,123459916,20180202,4210653313003223
315,96.89,Grocery,175,123459916,20180924,4210653313003223
316,95.49,Education,139,123459916,20180213,4210653313003223
317,57.79,Grocery,24,123459916,20181108,4210653313003223
318,87.12,Education,145,123459916,20181118,4210653313003223
319,30.90,Entertainment,145,123459916,20180104,4210653313003223
320,50.91,Grocery,136,123459916,20180616,4210653313003223
321,9.69,Test,85,123459916,20181227,4210653313003223
322,57.53,Entertainment,39,123459916,20180228,4210653313003223
323,57.17,Entertainment,93,123459916,20180808,4210653313003223
324,43.09,Grocery,58,123459916,20180510,4210653313003223
325,20.26,Test,117,123459916,20180305,4210653313003223
326,91.25,Education,15,123459916,20180906,4210653313003223
327,55.72,Education,117,123459916,20180728,4210653313003223
328,18.67,Grocery,46,123459916,20181024,4210653313003223
329,92.24,Test,105,123459916,20180109,4210653313003223
330,17.37,Gas,156,123459916,20181018,4210653313003223
331,25.26,Test,26,123459916,20180206,4210653313003223
332,3.99,Bills,3,123459916,20180110,4210653313003223
333,18.68,Healthcare,90,123459916,20180910,4210653313003223
334,19.07,Gas,38,123459916,20180310,4210653313003223
335,94.89,Education,58,123459916,20180717,4210653313003223
336,87.27,Gas,93,123459916,20180201,4210653313003223
337,1.95,Healthcare,99,123459916,20180907,4210653313003223
338,88.96,Bills,18,123459915,20181202,4210653392204248
339,3.37,Bills,145,123459915,20181020,4210653392204248
340,32.47,Bills,95,123459915,20180814,4210653392204248
341,92.76,Education,37,123459915,20180418,4210653392204248
342,96.47,Entertainment,5,123459915,20180516,4210653392204248
343,65.09,Gas,79,123459915,20180708,4210653392204248
344,36.80,Bills,58,123459915,20180421,4210653392204248
345,81.60,Entertainment,178,123459915,20180228,4210653392204248
346,28.96,Healthcare,118,123459915,20180314,4210653392204248
347,27.26,Bills,40,123459915,20181004,4210653392204248
348,54.85,Healthcare,99,123459915,20180524,4210653392204248
349,85.88,Gas,144,123459915,20180509,4210653392204248
350,45.23,Entertainment,117,123459915,20181111,4210653392204248
351,17.12,Gas,123,123459915,20180819,4210653392204248
352,9.81,Bills,100,123459915,20180717,4210653392204248
353,19.19,Gas,67,123459915,20180121,4210653392204248
354,72.25,Bills,90,123459915,20180308,4210653392204248
355,74.71,Test,121,123459915,20180522,4210653392204248
356,11.98,Education,115,123459915,20180901,4210653392204248
357,40.70,Entertainment,59,123459915,20180625,4210653392204248
358,43.11,Bills,178,123459915,20180902,4210653392204248
359,48.36,Test,24,123459915,20180807,4210653392204248
360,60.58,Healthcare,164,123459915,20180804,4210653392204248
361,83.22,Education,131,123459915,20180308,4210653392204248
362,98.61,Bills,149,123459915,20180128,4210653392204248
363,18.81,Healthcare,109,123459915,20180211,4210653392204248
364,43.00,Grocery,149,123459915,20181127,4210653392204248
365,32.72,Education,145,123459915,20180912,4210653392204248
366,97.18,Entertainment,46,123459915,20181023,4210653392204248
367,48.04,Education,66,123459915,20180215,4210653392204248
368,31.34,Test,99,123459915,20180418,4210653392204248
369,27.88,Test,67,123459915,20180518,4210653392204248
370,58.93,Bills,81,123459915,20180301,4210653392204248
371,27.73,Bills,16,123459915,20180119,4210653392204248
372,39.21,Gas,81,123459915,20180114,4210653392204248
373,26.48,Education,35,123459915,20180218,4210653392204248
374,19.88,Bills,139,123459915,20180310,4210653392204248
375,65.03,Bills,47,123459915,20181209,4210653392204248
376,2.99,Grocery,27,123459915,20180408,4210653392204248
377,39.69,Education,28,123459915,20180325,4210653392204248
378,42.26,Test,1,123459915,20180118,4210653392204248
379,86.83,Gas,60,123459915,20181209,4210653392204248
380,3.08,Bills,144,123459915,20180411,4210653392204248
381,51.01,Grocery,69,123459915,20180307,4210653392204248
382,86.34,Bills,25,123459915,20180620,4210653392204248
383,10.43,Grocery,145,123459915,20180216,4210653392204248
384,25.48,Entertainment,12,123459915,20180327,4210653392204248
385,94.33,Gas,85,123459915,20180128,4210653392204248
386,82.92,Bills,57,123459915,20180306,4210653392204248
387,40.42,Education,43,123459915,20180608,4210653392204248
388,71.24,Healthcare,12,123459915,20181201,4210653392204248
389,43.50,Healthcare,75,123459909,20180303,4210653313825914
390,36.20,Test,83,123459909,20180304,4210653313825914
391,6.65,Gas,1,123459909,20181005,4210653313825914
392,44.27,Gas,180,123459909,20181010,4210653313825914
393,14.34,Entertainment,90,123459909,20181119,4210653313825914
394,71.29,Bills,19,123459909,20180203,4210653313825914
395,52.28,Grocery,2,123459909,20180921,4210653313825914
396,78.44,Entertainment,57,123459909,20180614,4210653313825914
397,29.61,Bills,60,123459909,20180923,4210653313825914
398,51.60,Bills,188,123459909,20181204,4210653313825914
399,3.60,Bills,17,123459909,20180304,4210653313825914
400,50.32,Education,31,123459909,20180421,4210653313825914
401,79.40,Gas,57,123459909,20180407,4210653313825914
402,45.47,Entertainment,17,123459909,20180623,4210653313825914
403,99.60,Education,93,123459909,20180226,4210653313825914
404,67.98,Grocery,166,123459909,20181123,4210653313825914
405,38.13,Healthcare,70,123459909,20181213,4210653313825914
406,96.88,Test,23,123459909,20180505,4210653313825914
407,83.56,Healthcare,175,123459909,20180922,4210653313825914
408,70.63,Healthcare,125,123459909,20181212,4210653313825914
409,7.18,Bills,4,123459909,20180201,4210653313825914
410,74.71,Bills,7,123459909,20181107,4210653313825914
411,87.59,Grocery,80,123459909,20180220,4210653313825914
412,21.04,Education,126,123459909,20180223,4210653313825914
413,15.39,Entertainment,44,123459909,20180306,4210653313825914
414,99.23,Grocery,72,123459909,20180628,4210653313825914
415,39.94,Education,79,123459909,20180414,4210653313825914
416,35.42,Grocery,48,123459909,20180627,4210653313825914
417,44.62,Education,105,123459909,20180926,4210653313825914
418,71.90,Bills,8,123459909,20181021,4210653313825914
419,37.44,Entertainment,32,123459909,20181110,4210653313825914
420,38.11,Grocery,80,123459909,20180304,4210653313825914
421,96.09,Bills,158,123459909,20180719,4210653313825914
422,64.97,Gas,73,123459909,20181206,4210653313825914
423,62.51,Education,16,123459909,20181209,4210653313825914
424,68.89,Grocery,173,123459909,20180713,4210653313825914
425,62.71,Grocery,46,123459909,20180904,4210653313825914
426,37.56,Test,56,123459909,20180620,4210653313825914
427,74.76,Bills,26,123459909,20180327,4210653313825914
428,55.37,Gas,76,123459909,20180505,4210653313825914
429,1.95,Gas,17,123459909,20180309,4210653313825914
430,7.20,Grocery,85,123459909,20180727,4210653313825914
431,2.03,Entertainment,124,123459909,20180401,4210653313825914
432,31.66,Gas,119,123459909,20181009,4210653313825914
433,35.72,Bills,149,123459909,20180424,4210653313825914
434,77.06,Grocery,60,123459909,20181125,4210653313825914
435,4.27,Gas,115,123459909,20180528,4210653313825914
436,19.42,Entertainment,18,123459909,20181124,4210653313825914
437,88.87,Bills,80,123459909,20181118,4210653313825914
438,86.04,Entertainment,57,123459909,20180608,4210653313825914
439,96.74,Bills,36,123459909,20181127,4210653313825914
440,38.16,Grocery,100,123459909,20180321,4210653313825914
441,68.79,Bills,81,123459909,20180111,4210653313825914
442,71.45,Test,24,123459909,20180921,4210653313825914
443,49.00,Grocery,50,123459909,20181001,4210653313825914
444,68.65,Education,131,123459909,20181108,4210653313825914
445,54.61,Bills,73,123459909,20181228,4210653313825914
446,57.75,Healthcare,126,123459909,20180910,4210653313825914
447,92.66,Bills,16,123459909,20180516,4210653313825914
448,59.65,Education,19,123459909,20180624,4210653313825914
449,74.02,Gas,175,123459909,20180808,4210653313825914
450,49.05,Entertainment,7,123459909,20181119,4210653313825914
451,55.51,Grocery,131,123459909,20181009,4210653313825914
452,30.89,Test,67,123459909,20180310,4210653313825914
453,59.99,Bills,43,123459909,20181211,4210653313825914
454,12.94,Test,90,123459909,20180222,4210653313825914
455,52.58,Grocery,74,123459909,20180608,4210653313825914
456,62.28,Entertainment,24,123459909,20180711,4210653313825914
457,64.53,Bills,117,123459909,20180227,4210653313825914
458,59.64,Entertainment,168,123459909,20180702,4210653313825914
459,58.00,Grocery,117,123459909,20180308,4210653313825914
460,84.38,Entertainment,73,123459909,20180912,4210653313825914
461,44.12,Gas,49,123459900,20180618,4210653373379288
462,18.57,Education,67,123459900,20180405,4210653373379288
463,33.91,Entertainment,7,123459900,20181121,4210653373379288
464,11.91,Grocery,51,123459900,20181124,4210653373379288
465,35.39,Grocery,95,123459900,20180115,4210653373379288
466,16.65,Grocery,10,123459900,20180908,4210653373379288
467,28.15,Test,15,123459894,20180424,4210653350230468
468,57.99,Bills,5,123459894,20180725,4210653350230468
469,27.73,Grocery,70,123459894,20181010,4210653350230468
470,3.94,Gas,22,123459894,20180719,4210653350230468
471,54.96,Grocery,164,123459894,20181020,4210653350230468
472,59.31,Education,32,123459894,20181128,4210653350230468
473,6.10,Healthcare,170,123459894,20180409,4210653350230468
474,78.32,Test,59,123459894,20180603,4210653350230468
475,51.81,Healthcare,75,123459894,20180103,4210653350230468
476,98.79,Bills,135,123459894,20181011,4210653350230468
477,7.39,Entertainment,100,123459894,20180219,4210653350230468
478,18.26,Grocery,46,123459894,20181111,4210653350230468
479,61.52,Education,123,123459894,20180923,4210653350230468
480,16.99,Test,164,123459894,20181014,4210653350230468
481,42.64,Test,89,123459894,20180513,4210653350230468
482,61.07,Bills,131,123459894,20180609,4210653350230468
483,86.24,Gas,131,123459894,20181021,4210653350230468
484,97.86,Grocery,79,123459894,20180618,4210653350230468
485,4.18,Education,170,123459894,20180126,4210653350230468
486,4.40,Gas,30,123459894,20181218,4210653350230468
487,37.78,Grocery,22,123459894,20180517,4210653350230468
488,82.13,Entertainment,166,123459894,20181213,4210653350230468
489,78.71,Education,46,123459894,20180320,4210653350230468
490,35.02,Test,67,123459894,20180416,4210653350230468
491,37.08,Test,114,123459894,20180903,4210653350230468
492,74.52,Test,58,123459894,20180301,4210653350230468
493,88.47,Gas,99,123459879,20180914,4210653317141342
494,3.30,Grocery,126,123459879,20181225,4210653317141342
495,30.11,Education,15,123459879,20180312,4210653317141342
496,70.52,Gas,57,123459879,20180512,4210653317141342
497,20.63,Healthcare,85,123459879,20180608,4210653317141342
498,78.68,Bills,15,123459879,20180204,4210653317141342
499,62.99,Test,89,123459879,20180119,4210653317141342
500,64.41,Bills,145,123459879,20181220,4210653317141342
501,12.33,Gas,75,123459879,20181005,4210653317141342
502,48.95,Entertainment,4,123459879,20180114,4210653317141342
503,99.05,Gas,121,123459879,20180819,4210653317141342
504,39.99,Gas,63,123459879,20181108,4210653317141342
505,27.45,Healthcare,158,123459879,20180102,4210653317141342
506,96.80,Education,111,123459879,20180310,4210653317141342
